"RTD End Time Stamp","Zone Name","Zone PTID","RTD Zonal LBMP","RTD Zonal Losses","RTD Zonal Congestion","RTD Zonal Price Version"
"2022/12/31 00:05:00","H Q","61844","30.56","-0.37","0","1"
"2022/12/31 00:10:00","H Q","61844","31.45","-0.38","0","1"
"2022/12/31 00:15:00","H Q","61844","34.17","-0.41","0","1"
"2022/12/31 00:20:00","H Q","61844","33.43","-0.37","0","1"
"2022/12/31 00:25:00","H Q","61844","34.49","-0.38","0","1"
"2022/12/31 00:30:00","H Q","61844","33.36","-0.4","0","1"
"2022/12/31 00:35:00","H Q","61844","35.56","-0.36","0","1"
"2022/12/31 00:40:00","H Q","61844","35.56","-0.36","0","1"
"2022/12/31 00:45:00","H Q","61844","34.72","-0.35","0","1"
"2022/12/31 00:50:00","H Q","61844","34.66","-0.35","0","1"
"2022/12/31 00:55:00","H Q","61844","35.51","-0.36","0","1"
"2022/12/31 01:00:00","H Q","61844","35.96","-0.36","0","1"
"2022/12/31 01:05:00","H Q","61844","35.96","-0.36","0","1"
"2022/12/31 01:10:00","H Q","61844","35.82","-0.4","0","1"
"2022/12/31 01:15:00","H Q","61844","34.59","-0.38","0","1"
"2022/12/31 01:20:00","H Q","61844","32.72","-0.36","0","1"
"2022/12/31 01:25:00","H Q","61844","32.69","-0.36","0","1"
"2022/12/31 01:30:00","H Q","61844","33.4","-0.37","0","1"
"2022/12/31 01:35:00","H Q","61844","33.36","-0.37","0","1"
"2022/12/31 01:40:00","H Q","61844","32.72","-0.36","0","1"
"2022/12/31 01:45:00","H Q","61844","32.72","-0.36","0","1"
"2022/12/31 01:50:00","H Q","61844","32.75","-0.36","0","1"
"2022/12/31 01:55:00","H Q","61844","32.92","-0.37","0","1"
"2022/12/31 02:00:00","H Q","61844","31.66","-0.35","0","1"
"2022/12/31 02:05:00","H Q","61844","30.56","-0.31","0","1"
"2022/12/31 02:10:00","H Q","61844","26.45","-0.27","0","1"
"2022/12/31 02:15:00","H Q","61844","26.2","-0.29","0","1"
"2022/12/31 02:20:00","H Q","61844","29.69","-0.24","0","1"
"2022/12/31 02:25:00","H Q","61844","28.5","-0.23","0","1"
"2022/12/31 02:30:00","H Q","61844","28.53","-0.26","0","1"
"2022/12/31 02:35:00","H Q","61844","28.5","-0.26","0","1"
"2022/12/31 02:40:00","H Q","61844","28.53","-0.23","0","1"
"2022/12/31 02:45:00","H Q","61844","27.25","-0.22","0","1"
"2022/12/31 02:50:00","H Q","61844","27.27","-0.22","0","1"
"2022/12/31 02:55:00","H Q","61844","28.4","-0.23","0","1"
"2022/12/31 03:00:00","H Q","61844","27.26","-0.22","0","1"
"2022/12/31 03:05:00","H Q","61844","28.5","-0.23","0","1"
"2022/12/31 03:10:00","H Q","61844","28.5","-0.23","0","1"
"2022/12/31 03:15:00","H Q","61844","28.53","-0.23","0","1"
"2022/12/31 03:20:00","H Q","61844","28.58","-0.23","0","1"
"2022/12/31 03:25:00","H Q","61844","28.58","-0.23","0","1"
"2022/12/31 03:30:00","H Q","61844","29.63","-0.24","0","1"
"2022/12/31 03:35:00","H Q","61844","30.85","-0.25","0","1"
"2022/12/31 03:40:00","H Q","61844","29.6","-0.24","0","1"
"2022/12/31 03:45:00","H Q","61844","28.61","-0.23","0","1"
"2022/12/31 03:50:00","H Q","61844","28.56","-0.23","0","1"
"2022/12/31 03:55:00","H Q","61844","28.53","-0.23","0","1"
"2022/12/31 04:00:00","H Q","61844","27.13","-0.22","0","1"
"2022/12/31 04:05:00","H Q","61844","24.01","-0.19","0","1"
"2022/12/31 04:10:00","H Q","61844","27.16","-0.22","0","1"
"2022/12/31 04:15:00","H Q","61844","28.58","-0.23","0","1"
"2022/12/31 04:20:00","H Q","61844","28.66","-0.23","0","1"
"2022/12/31 04:25:00","H Q","61844","28.69","-0.23","0","1"
"2022/12/31 04:30:00","H Q","61844","28.69","-0.23","0","1"
"2022/12/31 04:35:00","H Q","61844","29.63","-0.24","0","1"
"2022/12/31 04:40:00","H Q","61844","29.66","-0.24","0","1"
"2022/12/31 04:45:00","H Q","61844","30.95","-0.22","0","1"
"2022/12/31 04:50:00","H Q","61844","30.95","-0.22","0","1"
"2022/12/31 04:55:00","H Q","61844","30.97","-0.22","0","1"
"2022/12/31 05:00:00","H Q","61844","29.34","-0.24","0","1"
"2022/12/31 05:05:00","H Q","61844","29.27","-0.24","0","1"
"2022/12/31 05:10:00","H Q","61844","29.3","-0.24","0","1"
"2022/12/31 05:15:00","H Q","61844","29.37","-0.27","0","1"
"2022/12/31 05:20:00","H Q","61844","29.5","-0.27","0","1"
"2022/12/31 05:25:00","H Q","61844","26.54","-0.24","0","1"
"2022/12/31 05:30:00","H Q","61844","29.94","-0.24","0","1"
"2022/12/31 05:35:00","H Q","61844","31.03","-0.25","0","1"
"2022/12/31 05:40:00","H Q","61844","29.47","-0.24","0","1"
"2022/12/31 05:45:00","H Q","61844","31.03","-0.25","0","1"
"2022/12/31 05:50:00","H Q","61844","31.09","-0.25","0","1"
"2022/12/31 05:55:00","H Q","61844","59.81","-0.48","0","1"
"2022/12/31 06:00:00","H Q","61844","0","0","0","1"
"2022/12/31 06:05:00","H Q","61844","22.74","-0.18","0","1"
"2022/12/31 06:10:00","H Q","61844","22.69","-0.18","0","1"
"2022/12/31 06:15:00","H Q","61844","22.5","-0.18","0","1"
"2022/12/31 06:20:00","H Q","61844","25.02","-0.2","0","1"
"2022/12/31 06:25:00","H Q","61844","27.13","-0.22","0","1"
"2022/12/31 06:30:00","H Q","61844","25.32","-0.21","0","1"
"2022/12/31 06:35:00","H Q","61844","25.03","-0.2","0","1"
"2022/12/31 06:40:00","H Q","61844","27.1","-0.19","0","1"
"2022/12/31 06:45:00","H Q","61844","24.72","-0.2","0","1"
"2022/12/31 06:50:00","H Q","61844","22.52","-0.16","0","1"
"2022/12/31 06:55:00","H Q","61844","24.77","-0.17","0","1"
"2022/12/31 07:00:00","H Q","61844","22.72","-0.16","0","1"
"2022/12/31 07:05:00","H Q","61844","20.67","-0.14","0","1"
"2022/12/31 07:10:00","H Q","61844","20.6","-0.14","0","1"
"2022/12/31 07:15:00","H Q","61844","20.44","-0.14","0","1"
"2022/12/31 07:20:00","H Q","61844","20.12","-0.14","0","1"
"2022/12/31 07:25:00","H Q","61844","20.33","-0.14","0","1"
"2022/12/31 07:30:00","H Q","61844","19.2","-0.13","0","1"
"2022/12/31 07:35:00","H Q","61844","19.12","-0.13","0","1"
"2022/12/31 07:40:00","H Q","61844","18.58","-0.13","0","1"
"2022/12/31 07:45:00","H Q","61844","18.58","-0.13","0","1"
"2022/12/31 07:50:00","H Q","61844","20.1","-0.14","0","1"
"2022/12/31 07:55:00","H Q","61844","19.91","-0.14","0","1"
"2022/12/31 08:00:00","H Q","61844","19.05","-0.13","0","1"
"2022/12/31 08:05:00","H Q","61844","19.93","-0.14","0","1"
"2022/12/31 08:10:00","H Q","61844","19.23","-0.13","0","1"
"2022/12/31 08:15:00","H Q","61844","20.02","-0.14","0","1"
"2022/12/31 08:20:00","H Q","61844","20.71","-0.14","0","1"
"2022/12/31 08:25:00","H Q","61844","20.73","-0.15","0","1"
"2022/12/31 08:30:00","H Q","61844","22.15","-0.18","0","1"
"2022/12/31 08:35:00","H Q","61844","22.15","-0.18","0","1"
"2022/12/31 08:40:00","H Q","61844","22.89","-0.19","0","1"
"2022/12/31 08:45:00","H Q","61844","22.89","-0.16","0","1"
"2022/12/31 08:50:00","H Q","61844","22.89","-0.16","0","1"
"2022/12/31 08:55:00","H Q","61844","22.92","-0.16","0","1"
"2022/12/31 09:00:00","H Q","61844","24.42","-0.22","0","1"
"2022/12/31 09:05:00","H Q","61844","30.37","-0.31","0","1"
"2022/12/31 09:10:00","H Q","61844","28.15","-0.28","0","1"
"2022/12/31 09:15:00","H Q","61844","28.21","-0.26","0","1"
"2022/12/31 09:20:00","H Q","61844","28.18","-0.26","0","1"
"2022/12/31 09:25:00","H Q","61844","28.18","-0.28","0","1"
"2022/12/31 09:30:00","H Q","61844","29.99","-0.3","0","1"
"2022/12/31 09:35:00","H Q","61844","29.96","-0.3","0","1"
"2022/12/31 09:40:00","H Q","61844","30.5","-0.31","0","1"
"2022/12/31 09:45:00","H Q","61844","30.5","-0.31","0","1"
"2022/12/31 09:50:00","H Q","61844","32.01","-0.32","-0.42","1"
"2022/12/31 09:55:00","H Q","61844","33.66","-0.34","-0.42","1"
"2022/12/31 10:00:00","H Q","61844","34.59","-0.41","-0.42","1"
"2022/12/31 10:05:00","H Q","61844","31.09","-0.47","2.2","1"
"2022/12/31 10:10:00","H Q","61844","31.64","-0.48","2.2","1"
"2022/12/31 10:15:00","H Q","61844","31.97","-0.45","2.2","1"
"2022/12/31 10:20:00","H Q","61844","33.29","-0.44","0","1"
"2022/12/31 10:25:00","H Q","61844","34.18","-0.45","0","1"
"2022/12/31 10:30:00","H Q","61844","33.79","-0.45","0","1"
"2022/12/31 10:35:00","H Q","61844","33.39","-0.44","0","1"
"2022/12/31 10:40:00","H Q","61844","34.14","-0.45","0","1"
"2022/12/31 10:45:00","H Q","61844","30.18","-0.4","0","1"
"2022/12/31 10:50:00","H Q","61844","33.64","-0.44","0","1"
"2022/12/31 10:55:00","H Q","61844","33.23","-0.44","0","1"
"2022/12/31 11:00:00","H Q","61844","35.79","-0.36","0","1"
"2022/12/31 11:05:00","H Q","61844","41.05","-0.33","0","1"
"2022/12/31 11:10:00","H Q","61844","39.36","-0.36","0","1"
"2022/12/31 11:15:00","H Q","61844","43.7","-0.44","0","1"
"2022/12/31 11:20:00","H Q","61844","43.7","-0.44","0","1"
"2022/12/31 11:25:00","H Q","61844","39.21","-0.4","0","1"
"2022/12/31 11:30:00","H Q","61844","38","-0.38","0","1"
"2022/12/31 11:35:00","H Q","61844","37.06","-0.34","0","1"
"2022/12/31 11:40:00","H Q","61844","36.76","-0.3","0","1"
"2022/12/31 11:45:00","H Q","61844","37.05","-0.3","0","1"
"2022/12/31 11:50:00","H Q","61844","37.99","-0.31","0","1"
"2022/12/31 11:55:00","H Q","61844","37.9","-0.31","0","1"
"2022/12/31 12:00:00","H Q","61844","35.95","-0.33","0","1"
"2022/12/31 12:05:00","H Q","61844","36.14","-0.37","0","1"
"2022/12/31 12:10:00","H Q","61844","35.81","-0.36","0","1"
"2022/12/31 12:15:00","H Q","61844","35.69","-0.32","0","1"
"2022/12/31 12:20:00","H Q","61844","34.43","-0.35","0","1"
"2022/12/31 12:25:00","H Q","61844","35.19","-0.36","0","1"
"2022/12/31 12:30:00","H Q","61844","34.5","-0.35","0","1"
"2022/12/31 12:35:00","H Q","61844","34.53","-0.31","0","1"
"2022/12/31 12:40:00","H Q","61844","34.53","-0.31","0","1"
"2022/12/31 12:45:00","H Q","61844","33.77","-0.34","0","1"
"2022/12/31 12:50:00","H Q","61844","33.57","-0.34","0","1"
"2022/12/31 12:55:00","H Q","61844","33.74","-0.34","0","1"
"2022/12/31 13:00:00","H Q","61844","32.38","-0.26","0","1"
"2022/12/31 13:05:00","H Q","61844","33.32","-0.23","0","1"
"2022/12/31 13:10:00","H Q","61844","33.28","-0.27","0","1"
"2022/12/31 13:15:00","H Q","61844","33.9","-0.27","0","1"
"2022/12/31 13:20:00","H Q","61844","33.93","-0.27","0","1"
"2022/12/31 13:25:00","H Q","61844","34.66","-0.28","0","1"
"2022/12/31 13:30:00","H Q","61844","34.49","-0.28","0","1"
"2022/12/31 13:35:00","H Q","61844","34.66","-0.28","0","1"
"2022/12/31 13:40:00","H Q","61844","33.93","-0.27","0","1"
"2022/12/31 13:45:00","H Q","61844","34.63","-0.28","0","1"
"2022/12/31 13:50:00","H Q","61844","34.66","-0.28","0","1"
"2022/12/31 13:55:00","H Q","61844","34.63","-0.28","0","1"
"2022/12/31 14:00:00","H Q","61844","34","-0.24","0","1"
"2022/12/31 14:05:00","H Q","61844","33.32","-0.23","0","1"
"2022/12/31 14:10:00","H Q","61844","33.94","-0.24","0","1"
"2022/12/31 14:15:00","H Q","61844","33.32","-0.23","0","1"
"2022/12/31 14:20:00","H Q","61844","33.83","-0.24","0","1"
"2022/12/31 14:25:00","H Q","61844","33.97","-0.24","0","1"
"2022/12/31 14:30:00","H Q","61844","34.04","-0.24","0","1"
"2022/12/31 14:35:00","H Q","61844","33.87","-0.24","0","1"
"2022/12/31 14:40:00","H Q","61844","34","-0.24","0","1"
"2022/12/31 14:45:00","H Q","61844","33.35","-0.23","0","1"
"2022/12/31 14:50:00","H Q","61844","32.47","-0.23","0","1"
"2022/12/31 14:55:00","H Q","61844","32.3","-0.23","0","1"
"2022/12/31 15:00:00","H Q","61844","32.36","-0.23","0","1"
"2022/12/31 15:05:00","H Q","61844","37.35","-0.29","-1.32","1"
"2022/12/31 15:10:00","H Q","61844","37.38","-0.29","-1.32","1"
"2022/12/31 15:15:00","H Q","61844","33.59","-0.26","-1.32","1"
"2022/12/31 15:20:00","H Q","61844","30.47","-0.23","1.71","1"
"2022/12/31 15:25:00","H Q","61844","30.44","-0.23","1.71","1"
"2022/12/31 15:30:00","H Q","61844","28.53","-0.21","1.71","1"
"2022/12/31 15:35:00","H Q","61844","30.19","-0.24","0","1"
"2022/12/31 15:40:00","H Q","61844","30.21","-0.24","0","1"
"2022/12/31 15:45:00","H Q","61844","30.18","-0.24","0","1"
"2022/12/31 15:50:00","H Q","61844","30.11","-0.24","0","1"
"2022/12/31 15:55:00","H Q","61844","30.14","-0.24","0","1"
"2022/12/31 16:00:00","H Q","61844","29.2","-0.32","0","1"
"2022/12/31 16:05:00","H Q","61844","29.47","-0.39","0","1"
"2022/12/31 16:10:00","H Q","61844","29.95","-0.4","0","1"
"2022/12/31 16:15:00","H Q","61844","29.72","-0.39","0","1"
"2022/12/31 16:20:00","H Q","61844","29.79","-0.36","0","1"
"2022/12/31 16:25:00","H Q","61844","29.89","-0.36","0","1"
"2022/12/31 16:30:00","H Q","61844","27.3","-0.33","0","1"
"2022/12/31 16:35:00","H Q","61844","27.19","-0.33","0","1"
"2022/12/31 16:40:00","H Q","61844","26.69","-0.32","0","1"
"2022/12/31 16:45:00","H Q","61844","29.88","-0.36","0","1"
"2022/12/31 16:50:00","H Q","61844","30.18","-0.37","0","1"
"2022/12/31 16:55:00","H Q","61844","30.14","-0.36","0","1"
"2022/12/31 17:00:00","H Q","61844","37.34","-0.45","0","1"
"2022/12/31 17:05:00","H Q","61844","45.05","-0.59","0","1"
"2022/12/31 17:10:00","H Q","61844","45.1","-0.55","0","1"
"2022/12/31 17:15:00","H Q","61844","41.18","-0.5","0","1"
"2022/12/31 17:20:00","H Q","61844","39.35","-0.48","0","1"
"2022/12/31 17:25:00","H Q","61844","38.2","-0.46","0","1"
"2022/12/31 17:30:00","H Q","61844","44.93","-0.54","0","1"
"2022/12/31 17:35:00","H Q","61844","33.48","-0.41","0","1"
"2022/12/31 17:40:00","H Q","61844","32.22","-0.39","0","1"
"2022/12/31 17:45:00","H Q","61844","31.9","-0.39","0","1"
"2022/12/31 17:50:00","H Q","61844","31.84","-0.39","0","1"
"2022/12/31 17:55:00","H Q","61844","31.99","-0.39","0","1"
"2022/12/31 18:00:00","H Q","61844","43.41","-0.53","0","1"
"2022/12/31 18:05:00","H Q","61844","45.05","-0.55","0","1"
"2022/12/31 18:10:00","H Q","61844","43.58","-0.53","0","1"
"2022/12/31 18:15:00","H Q","61844","36.8","-0.41","0","1"
"2022/12/31 18:20:00","H Q","61844","33.74","-0.37","0","1"
"2022/12/31 18:25:00","H Q","61844","40.27","-0.49","0","1"
"2022/12/31 18:30:00","H Q","61844","32.31","-0.39","0","1"
"2022/12/31 18:35:00","H Q","61844","32.31","-0.39","0","1"
"2022/12/31 18:40:00","H Q","61844","32.28","-0.39","0","1"
"2022/12/31 18:45:00","H Q","61844","32.28","-0.39","0","1"
"2022/12/31 18:50:00","H Q","61844","32.28","-0.39","0","1"
"2022/12/31 18:55:00","H Q","61844","32.25","-0.39","0","1"
"2022/12/31 19:00:00","H Q","61844","33.77","-0.34","0","1"
"2022/12/31 19:05:00","H Q","61844","36.99","-0.3","0","1"
"2022/12/31 19:10:00","H Q","61844","32.82","-0.3","0","1"
"2022/12/31 19:15:00","H Q","61844","37.34","-0.34","0","1"
"2022/12/31 19:20:00","H Q","61844","37.47","-0.38","0","1"
"2022/12/31 19:25:00","H Q","61844","32.69","-0.33","0","1"
"2022/12/31 19:30:00","H Q","61844","32.31","-0.33","0","1"
"2022/12/31 19:35:00","H Q","61844","32.31","-0.33","0","1"
"2022/12/31 19:40:00","H Q","61844","31.96","-0.32","0","1"
"2022/12/31 19:45:00","H Q","61844","31.99","-0.32","0","1"
"2022/12/31 19:50:00","H Q","61844","31.9","-0.32","0","1"
"2022/12/31 19:55:00","H Q","61844","31.93","-0.35","0","1"
"2022/12/31 20:00:00","H Q","61844","31.87","-0.35","0","1"
"2022/12/31 20:05:00","H Q","61844","31.93","-0.35","0","1"
"2022/12/31 20:10:00","H Q","61844","31.88","-0.32","0","1"
"2022/12/31 20:15:00","H Q","61844","30.39","-0.31","0","1"
"2022/12/31 20:20:00","H Q","61844","30.39","-0.31","0","1"
"2022/12/31 20:25:00","H Q","61844","29.43","-0.3","0","1"
"2022/12/31 20:30:00","H Q","61844","29.44","-0.3","0","1"
"2022/12/31 20:35:00","H Q","61844","29.44","-0.3","0","1"
"2022/12/31 20:40:00","H Q","61844","29.44","-0.3","0","1"
"2022/12/31 20:45:00","H Q","61844","28.92","-0.29","0","1"
"2022/12/31 20:50:00","H Q","61844","28.67","-0.32","0","1"
"2022/12/31 20:55:00","H Q","61844","28.62","-0.32","0","1"
"2022/12/31 21:00:00","H Q","61844","27.27","-0.25","0","1"
"2022/12/31 21:05:00","H Q","61844","27.2","-0.22","0","1"
"2022/12/31 21:10:00","H Q","61844","26.51","-0.21","0","1"
"2022/12/31 21:15:00","H Q","61844","26.08","-0.21","0","1"
"2022/12/31 21:20:00","H Q","61844","26.08","-0.21","0","1"
"2022/12/31 21:25:00","H Q","61844","26.03","-0.24","0","1"
"2022/12/31 21:30:00","H Q","61844","25.9","-0.24","0","1"
"2022/12/31 21:35:00","H Q","61844","26.03","-0.21","0","1"
"2022/12/31 21:40:00","H Q","61844","25.85","-0.21","0","1"
"2022/12/31 21:45:00","H Q","61844","22.55","-0.21","0","1"
"2022/12/31 21:50:00","H Q","61844","22.56","-0.21","0","1"
"2022/12/31 21:55:00","H Q","61844","23.01","-0.21","0","1"
"2022/12/31 22:00:00","H Q","61844","28.12","-0.23","0","1"
"2022/12/31 22:05:00","H Q","61844","26.6","-0.22","0","1"
"2022/12/31 22:10:00","H Q","61844","25.96","-0.21","0","1"
"2022/12/31 22:15:00","H Q","61844","26.13","-0.18","0","1"
"2022/12/31 22:20:00","H Q","61844","26.6","-0.22","0","1"
"2022/12/31 22:25:00","H Q","61844","26.58","-0.22","0","1"
"2022/12/31 22:30:00","H Q","61844","26.93","-0.22","0","1"
"2022/12/31 22:35:00","H Q","61844","27.07","-0.19","0","1"
"2022/12/31 22:40:00","H Q","61844","26.6","-0.22","0","1"
"2022/12/31 22:45:00","H Q","61844","26.11","-0.18","0","1"
"2022/12/31 22:50:00","H Q","61844","26.08","-0.21","0","1"
"2022/12/31 22:55:00","H Q","61844","25.12","-0.18","0","1"
"2022/12/31 23:00:00","H Q","61844","25.64","-0.23","0","1"
"2022/12/31 23:05:00","H Q","61844","25.61","-0.26","0","1"
"2022/12/31 23:10:00","H Q","61844","25.22","-0.25","0","1"
"2022/12/31 23:15:00","H Q","61844","25.64","-0.26","0","1"
"2022/12/31 23:20:00","H Q","61844","25.97","-0.29","0","1"
"2022/12/31 23:25:00","H Q","61844","25.78","-0.26","0","1"
"2022/12/31 23:30:00","H Q","61844","25.98","-0.24","0","1"
"2022/12/31 23:35:00","H Q","61844","26.05","-0.24","0","1"
"2022/12/31 23:40:00","H Q","61844","25.44","-0.23","0","1"
"2022/12/31 23:45:00","H Q","61844","25.64","-0.23","0","1"
"2022/12/31 23:50:00","H Q","61844","25.62","-0.23","0","1"
"2022/12/31 23:55:00","H Q","61844","24.45","-0.22","0","1"
"2023/01/01 00:00:00","H Q","61844","26.03","-0.24","0","1"
"2023/01/01 00:05:00","H Q","61844","24.06","-0.22","0","1"
"2023/01/01 00:10:00","H Q","61844","20.66","-0.14","0","1"
"2023/01/01 00:15:00","H Q","61844","27.71","-0.25","0","1"
"2023/01/01 00:20:00","H Q","61844","27.35","-0.25","0","1"
"2023/01/01 00:25:00","H Q","61844","26.01","-0.24","0","1"
"2023/01/01 00:30:00","H Q","61844","20.49","-0.17","0","1"
"2023/01/01 00:35:00","H Q","61844","13.46","-0.12","0","1"
"2023/01/01 00:40:00","H Q","61844","6.79","-0.06","0","1"
"2023/01/01 00:45:00","H Q","61844","12.99","-0.12","0","1"
"2023/01/01 00:50:00","H Q","61844","6.31","-0.06","0","1"
"2023/01/01 00:55:00","H Q","61844","20.44","-0.19","0","1"
"2023/01/01 01:00:00","H Q","61844","24.94","-0.2","0","1"
"2023/01/01 01:05:00","H Q","61844","30.19","-0.21","0","1"
"2023/01/01 01:10:00","H Q","61844","31.58","-0.26","0","1"
"2023/01/01 01:15:00","H Q","61844","30.39","-0.25","0","1"
"2023/01/01 01:20:00","H Q","61844","30.36","-0.25","0","1"
"2023/01/01 01:25:00","H Q","61844","30.21","-0.24","0","1"
"2023/01/01 01:30:00","H Q","61844","26.99","-0.22","0","1"
"2023/01/01 01:35:00","H Q","61844","22.54","-0.18","0","1"
"2023/01/01 01:40:00","H Q","61844","23.08","-0.19","0","1"
"2023/01/01 01:45:00","H Q","61844","19.3","-0.16","0","1"
"2023/01/01 01:50:00","H Q","61844","23.41","-0.19","0","1"
"2023/01/01 01:55:00","H Q","61844","23.54","-0.19","0","1"
"2023/01/01 02:00:00","H Q","61844","19.49","-0.16","0","1"
"2023/01/01 02:05:00","H Q","61844","6.03","-0.05","0","1"
"2023/01/01 02:10:00","H Q","61844","20.62","-0.17","0","1"
"2023/01/01 02:15:00","H Q","61844","23.61","-0.19","0","1"
"2023/01/01 02:20:00","H Q","61844","23.73","-0.19","0","1"
"2023/01/01 02:25:00","H Q","61844","23.73","-0.19","0","1"
"2023/01/01 02:30:00","H Q","61844","19.82","-0.16","0","1"
"2023/01/01 02:35:00","H Q","61844","27.53","-0.25","0","1"
"2023/01/01 02:40:00","H Q","61844","27.07","-0.25","0","1"
"2023/01/01 02:45:00","H Q","61844","19.84","-0.16","0","1"
"2023/01/01 02:50:00","H Q","61844","13.19","-0.11","0","1"
"2023/01/01 02:55:00","H Q","61844","13.32","-0.11","0","1"
"2023/01/01 03:00:00","H Q","61844","23.7","-0.22","0","1"
"2023/01/01 03:05:00","H Q","61844","27.5","-0.25","0","1"
"2023/01/01 03:10:00","H Q","61844","27.55","-0.25","0","1"
"2023/01/01 03:15:00","H Q","61844","26.46","-0.24","0","1"
"2023/01/01 03:20:00","H Q","61844","11.28","-0.1","0","1"
"2023/01/01 03:25:00","H Q","61844","11.25","-0.1","0","1"
"2023/01/01 03:30:00","H Q","61844","4.56","-0.04","0","1"
"2023/01/01 03:35:00","H Q","61844","4.57","-0.04","0","1"
"2023/01/01 03:40:00","H Q","61844","11.34","-0.1","0","1"
"2023/01/01 03:45:00","H Q","61844","19.23","-0.18","0","1"
"2023/01/01 03:50:00","H Q","61844","19.43","-0.18","0","1"
"2023/01/01 03:55:00","H Q","61844","6.15","-0.06","0","1"
"2023/01/01 04:00:00","H Q","61844","3.22","-0.03","0","1"
"2023/01/01 04:05:00","H Q","61844","3.21","-0.03","0","1"
"2023/01/01 04:10:00","H Q","61844","-1.93","0.02","0","1"
"2023/01/01 04:15:00","H Q","61844","3.49","-0.04","0","1"
"2023/01/01 04:20:00","H Q","61844","14.4","-0.15","0","1"
"2023/01/01 04:25:00","H Q","61844","3.65","-0.03","0","1"
"2023/01/01 04:30:00","H Q","61844","19.45","-0.18","0","1"
"2023/01/01 04:35:00","H Q","61844","23.48","-0.21","0","1"
"2023/01/01 04:40:00","H Q","61844","19.36","-0.2","0","1"
"2023/01/01 04:45:00","H Q","61844","19.46","-0.18","0","1"
"2023/01/01 04:50:00","H Q","61844","3.79","-0.03","0","1"
"2023/01/01 04:55:00","H Q","61844","3.64","-0.04","0","1"
"2023/01/01 05:00:00","H Q","61844","-0.05","0","0","1"
"2023/01/01 05:05:00","H Q","61844","3.84","-0.04","0","1"
"2023/01/01 05:10:00","H Q","61844","4.01","-0.04","0","1"
"2023/01/01 05:15:00","H Q","61844","-0.1","0","0","1"
"2023/01/01 05:20:00","H Q","61844","3.8","-0.04","0","1"
"2023/01/01 05:25:00","H Q","61844","3.94","-0.04","0","1"
"2023/01/01 05:30:00","H Q","61844","20.13","-0.22","0","1"
"2023/01/01 05:35:00","H Q","61844","26.04","-0.29","0","1"
"2023/01/01 05:40:00","H Q","61844","19.93","-0.22","0","1"
"2023/01/01 05:45:00","H Q","61844","23.6","-0.26","0","1"
"2023/01/01 05:50:00","H Q","61844","23.54","-0.26","0","1"
"2023/01/01 05:55:00","H Q","61844","27.98","-0.34","0","1"
"2023/01/01 06:00:00","H Q","61844","2.26","-0.03","0","1"
"2023/01/01 06:05:00","H Q","61844","1.33","-0.01","0","1"
"2023/01/01 06:10:00","H Q","61844","2.26","-0.03","0","1"
"2023/01/01 06:15:00","H Q","61844","1.66","-0.02","0","1"
"2023/01/01 06:20:00","H Q","61844","1.67","-0.02","0","1"
"2023/01/01 06:25:00","H Q","61844","1.66","-0.02","0","1"
"2023/01/01 06:30:00","H Q","61844","3.33","-0.04","0","1"
"2023/01/01 06:35:00","H Q","61844","3.29","-0.04","0","1"
"2023/01/01 06:40:00","H Q","61844","9.52","-0.12","0","1"
"2023/01/01 06:45:00","H Q","61844","1.4","-0.02","0","1"
"2023/01/01 06:50:00","H Q","61844","7.48","-0.08","0","1"
"2023/01/01 06:55:00","H Q","61844","8.6","-0.1","0","1"
"2023/01/01 07:00:00","H Q","61844","21.02","-0.23","0","1"
"2023/01/01 07:05:00","H Q","61844","20.87","-0.25","0","1"
"2023/01/01 07:10:00","H Q","61844","20.87","-0.23","0","1"
"2023/01/01 07:15:00","H Q","61844","20.95","-0.23","0","1"
"2023/01/01 07:20:00","H Q","61844","23.15","-0.26","0","1"
"2023/01/01 07:25:00","H Q","61844","23.32","-0.26","0","1"
"2023/01/01 07:30:00","H Q","61844","23.12","-0.26","0","1"
"2023/01/01 07:35:00","H Q","61844","21.04","-0.23","0","1"
"2023/01/01 07:40:00","H Q","61844","20.93","-0.23","0","1"
"2023/01/01 07:45:00","H Q","61844","20.93","-0.23","0","1"
"2023/01/01 07:50:00","H Q","61844","20.87","-0.23","0","1"
"2023/01/01 07:55:00","H Q","61844","20.31","-0.23","0","1"
"2023/01/01 08:00:00","H Q","61844","13.81","-0.15","0","1"
"2023/01/01 08:05:00","H Q","61844","14.01","-0.16","0","1"
"2023/01/01 08:10:00","H Q","61844","16.75","-0.19","0","1"
"2023/01/01 08:15:00","H Q","61844","14.65","-0.16","0","1"
"2023/01/01 08:20:00","H Q","61844","14.56","-0.16","0","1"
"2023/01/01 08:25:00","H Q","61844","14.5","-0.16","0","1"
"2023/01/01 08:30:00","H Q","61844","18.46","-0.2","0","1"
"2023/01/01 08:35:00","H Q","61844","19.35","-0.23","0","1"
"2023/01/01 08:40:00","H Q","61844","21.09","-0.26","0","1"
"2023/01/01 08:45:00","H Q","61844","21.35","-0.26","0","1"
"2023/01/01 08:50:00","H Q","61844","21.39","-0.24","0","1"
"2023/01/01 08:55:00","H Q","61844","19.37","-0.21","0","1"
"2023/01/01 09:00:00","H Q","61844","18.38","-0.22","0","1"
"2023/01/01 09:05:00","H Q","61844","19.19","-0.25","0","1"
