Time,hq_import [kW],hq_export [kW],cons [kW],prod [kW],net [kW],T_slab,heating_total [kW],T_ext,T_int_setpoint,T_int,T_diff,cons_noheating [kW],DNI,GHI,DHI,light_cons [kW]
01.01.2018 00:00,16.87,0,16.87,0,16.87,20.443,38.026,-21.857,21.4767,18.458,-40.314,7.3635,0,0,0,0
01.01.2018 00:15,13.075,0,13.075,0,13.075,20.435,26.322,-21.843,18,18.409,-40.252,6.4945,0,0,0,0
01.01.2018 00:30,16.327,0,16.327,0,16.327,20.434,13.018,-21.956,18,18.314,-40.27,13.0725,0,0,0,0
01.01.2018 00:45,15.916,0,15.916,0,15.916,20.418,10.618,-22.041,18,18.253,-40.294,13.2615,0,0,0,0
01.01.2018 01:00,17.242,0,17.242,0,17.242,20.397,10.782,-22.13,18,18.17,-40.3,14.5465,0,0,0,0
01.01.2018 01:15,14.639,0,14.639,0,14.639,20.384,11.025,-22.122,18,18.086,-40.209,11.88275,0,0,0,0
01.01.2018 01:30,12.272,0,12.272,0,12.272,20.363,23.559,-22.2,18,18.08,-40.28,6.38225,0,0,0,0
01.01.2018 01:45,15.694,0,15.694,0,15.694,20.348,7.184,-22.267,18,18.025,-40.292,13.898,0,0,0,0
01.01.2018 02:00,16.064,0,16.064,0,16.064,20.33,10.837,-22.302,18,17.971,-40.274,13.35475,0,0,0,0
01.01.2018 02:15,15.827,0,15.827,0,15.827,20.309,11.954,-22.369,18,17.916,-40.285,12.8385,0,0,0,0
01.01.2018 02:30,14.964,0,14.964,0,14.964,20.274,11.546,-22.423,18,17.922,-40.345,12.0775,0,0,0,0
01.01.2018 02:45,15.422,0,15.422,0,15.422,20.248,12.751,-22.388,18,17.896,-40.284,12.23425,0,0,0,0
01.01.2018 03:00,15.862,0,15.862,0,15.862,20.22,13.672,-22.413,18,17.881,-40.294,12.444,0,0,0,0
01.01.2018 03:15,15.638,0,15.638,0,15.638,20.193,14.268,-22.504,18,17.864,-40.369,12.071,0,0,0,0
01.01.2018 03:30,16.814,0,16.814,0,16.814,20.176,15.092,-22.556,18,17.857,-40.413,13.041,0,0,0,0
01.01.2018 03:45,15.726,0,15.726,0,15.726,20.155,15.12,-22.592,18,17.796,-40.388,11.946,0,0,0,0
01.01.2018 04:00,17.957,0,17.957,0,17.957,20.122,15.558,-22.71,18,17.76,-40.471,14.0675,0,0,0,0
01.01.2018 04:15,20.737,0,20.737,0,20.737,20.106,21.177,-22.846,18.2683,17.748,-40.594,15.44275,0,0,0,0
01.01.2018 04:30,21.196,0,21.196,0,21.196,20.083,33.988,-22.99,18.56,17.735,-40.725,12.699,0,0,0,0
01.01.2018 04:45,21.275,0,21.275,0,21.275,20.069,36.831,-23.041,18.8517,17.722,-40.763,12.06725,0,0,0,0
01.01.2018 05:00,21.433,0,21.433,0,21.433,20.042,37.681,-23.048,19.1433,17.748,-40.795,12.01275,0,0,0,0
01.01.2018 05:15,21.248,0,21.248,0,21.248,20.017,37.905,-23.129,19.435,17.772,-40.901,11.77175,0,0,0,0
01.01.2018 05:30,19.932,0,19.932,0,19.932,20.008,38.481,-23.174,19.7267,17.816,-40.989,10.31175,0,0,0,0
01.01.2018 05:45,23.85,0,23.85,0,23.85,19.997,38.583,-23.301,20.0183,17.819,-41.12,14.20425,0,0,0,0
01.01.2018 06:00,25.724,0,25.724,0,25.724,19.993,64.458,-23.489,20.31,17.849,-41.338,9.6095,0,0,0,0
01.01.2018 06:15,21.832,0,21.832,0,21.832,19.984,65.608,-23.647,20.6017,17.869,-41.516,5.43,0,0,0,0
01.01.2018 06:30,22.38,0,22.38,0,22.38,19.98,36.594,-23.711,20.8933,17.91,-41.621,13.2315,0,0,0,0
01.01.2018 06:45,21.392,0,21.392,0,21.392,19.975,37.977,-23.88,21.185,17.911,-41.791,11.89775,0,0,0,0
01.01.2018 07:00,21.352,0,21.352,0,21.352,19.96,38.088,-23.988,21.4767,17.921,-41.909,11.83,0,0,0,0
01.01.2018 07:15,26.096,0,26.096,0,26.096,19.954,72.476,-23.968,21.5,17.913,-41.882,7.977,0,0.065,0.068,0
01.01.2018 07:30,25.18,0,27.206,2.026,25.18,19.949,85.159,-23.979,21.5,17.937,-41.916,5.91625,0,4.037,3.924,0
01.01.2018 07:45,23.532,0,31.91,8.378,23.532,19.94,89.349,-24.017,21.5,17.934,-41.951,9.57275,0.025,11.586,11.311,0
01.01.2018 08:00,16.768,0,31.531,14.763,16.768,19.936,95.51,-24.073,21.5,18.019,-42.092,7.6535,321.863,44.139,19.487,0
01.01.2018 08:15,11.056,0,31.513,20.457,11.056,19.93,93.455,-24.071,21.5,18.13,-42.201,8.14925,513.857,81.647,26.974,0
01.01.2018 08:30,6.22,0,31.63,25.41,6.22,19.932,95.649,-23.955,21.5,18.124,-42.079,7.71775,595.387,117.547,33.468,0
01.01.2018 08:45,1.78,0.002,31.615,29.836,1.778,19.932,93.465,-23.737,21.5,18.208,-41.945,8.24875,660.263,154.247,39.071,6.26905
01.01.2018 09:00,0,1.914,31.827,33.741,-1.914,19.953,93.356,-23.424,21.5,18.369,-41.793,8.488,708.407,190.18,44.371,6.45088
01.01.2018 09:15,0,5.436,31.668,37.104,-5.436,19.971,92.961,-23.049,21.5,18.525,-41.575,8.42775,746.79,224.773,49.123,6.40509
01.01.2018 09:30,0,7.513,32.936,40.449,-7.513,20.011,92.39,-22.701,21.5,18.64,-41.341,9.8385,778.117,257.333,53.176,7.448745826
01.01.2018 09:45,0,14.44,28.961,43.401,-14.44,20.066,91.155,-22.29,21.5,18.765,-41.054,6.17225,803.517,287.387,56.591,4.541985739
01.01.2018 10:00,0,14.543,31.154,45.697,-14.543,20.113,106.114,-22.026,21.5,18.921,-40.948,4.6255,825.21,315.027,59.411,3.51538
01.01.2018 10:15,0,25.902,21.658,47.56,-25.902,20.195,110.49,-21.76,21.5,18.989,-40.749,-5.9645,843.373,340.067,62.195,0
01.01.2018 10:30,0,25.926,24.479,50.405,-25.926,20.271,71.242,-21.349,21.5,19.129,-40.478,6.6685,856.74,361.34,64.342,5.06806
01.01.2018 10:45,0,25.284,26.281,51.565,-25.284,20.369,76.821,-21.159,21.5,19.208,-40.367,7.07575,869.563,379.827,65.852,4.832940229
01.01.2018 11:00,0,26.447,26.305,52.752,-26.447,20.43,79.799,-21.078,21.5,19.316,-40.395,6.35525,878.137,394.517,67.121,4.82999
01.01.2018 11:15,0,26.986,26.022,53.008,-26.986,20.513,94.907,-20.726,21.5,19.395,-40.121,2.29525,883.41,405.483,68.327,1.74439
01.01.2018 11:30,0,25.748,27.764,53.512,-25.748,20.604,97.469,-20.198,21.5,19.508,-39.706,3.39675,886.117,412.53,68.956,2.58153
01.01.2018 11:45,0,26.338,26.338,52.676,-26.338,20.684,100.129,-20.161,21.5,19.636,-39.798,1.30575,887.56,416.333,69.754,0.99237
01.01.2018 12:00,0,25.91,26.762,52.672,-25.91,20.779,94.302,-20.027,21.5,19.725,-39.753,3.1865,885.153,416.07,70.318,2.42174
01.01.2018 12:15,0,25.736,26.088,51.824,-25.736,20.865,92.178,-19.548,21.5,19.799,-39.347,3.0435,883.227,412.45,70.036,2.31306
01.01.2018 12:30,0,24.269,26.587,50.856,-24.269,20.951,95.32,-19.141,21.5,19.919,-39.06,2.757,878.057,405.12,69.91,2.09532
01.01.2018 12:45,0,22.649,26.451,49.1,-22.649,21.046,96.53,-18.966,21.5,19.941,-38.907,2.3185,870.673,393.96,69.127,1.76206
01.01.2018 13:00,0,21.206,25.778,46.984,-21.206,21.124,97.791,-18.791,21.5,20.055,-38.845,1.33025,859.847,379.417,68.497,1.01099
01.01.2018 13:15,0,21.377,22.643,44.02,-21.377,21.187,97.281,-18.625,21.5,20.113,-38.738,-1.67725,798.93,347.02,69.115,0
01.01.2018 13:30,0,14.426,26.502,40.928,-14.426,21.26,71.347,-18.092,21.5,20.174,-38.266,8.66525,828.223,343.553,69.772,6.58559
01.01.2018 13:45,0.148,10.986,24.538,35.376,-10.838,21.307,83.674,-17.808,21.5,20.23,-38.038,3.6195,388.997,188.733,65.37,2.75082
01.01.2018 14:00,0,9.725,26.047,35.772,-9.725,21.337,54.727,-17.973,21.5,20.242,-38.215,12.36525,559.887,235.053,72.702,9.39759
01.01.2018 14:15,0,9.552,22.388,31.94,-9.552,21.365,60.03,-17.699,21.5,20.271,-37.97,7.3805,660.107,252.513,77.444,5.60918
01.01.2018 14:30,0,3.316,22.456,25.772,-3.316,21.402,74.945,-17.454,21.5,20.281,-37.735,3.71975,735.33,238.273,64.14,2.82701
01.01.2018 14:45,2.732,0.304,25.952,23.524,2.428,21.414,73.287,-17.457,21.5,20.287,-37.743,7.63025,677.77,190.213,49.625,5.79899
01.01.2018 15:00,6.636,0,25.584,18.948,6.636,21.444,85.092,-17.387,21.5,20.284,-37.671,4.311,642.403,154.137,40.992,3.27636
01.01.2018 15:15,9.108,0,23.52,14.412,9.108,21.458,87.293,-17.454,21.5,20.309,-37.763,1.69675,575.283,116.823,34.483,1.28953
01.01.2018 15:30,14.768,0,24.432,9.664,14.768,21.468,71.537,-17.543,21.5,20.291,-37.835,6.54775,490.703,81.36,28.142,4.97629
01.01.2018 15:45,21.084,0,24.728,3.644,21.084,21.487,73.473,-17.778,21.5,20.232,-38.01,6.35975,344.657,47.101,21.273,4.83341
01.01.2018 16:00,25.836,0,26.444,0.608,25.836,21.502,95.668,-18.233,21.5,20.178,-38.41,2.527,164.453,19.527,12.49,1.92052
01.01.2018 16:15,26.464,0,26.464,0,26.464,21.509,95.288,-18.751,21.5,20.092,-38.843,2.642,8.376,3.83,3.466,2.00792
01.01.2018 16:30,30.712,0,30.712,0,30.712,21.522,92.252,-19.008,21.5,20.026,-39.033,7.649,0,0,0,5.81324
01.01.2018 16:45,30.524,0,30.524,0,30.524,21.523,89.417,-19.169,21.5,19.983,-39.151,8.16975,0,0,0,6.20901
01.01.2018 17:00,30.652,0,30.652,0,30.652,21.524,93.992,-19.164,21.5,19.934,-39.098,7.154,0,0,0,5.43704
01.01.2018 17:15,30.492,0,30.492,0,30.492,21.523,97.849,-19.209,21.5,19.901,-39.11,6.02975,0,0,0,4.58261
01.01.2018 17:30,30.816,0,30.816,0,30.816,21.521,97.08,-19.262,21.5,19.874,-39.136,6.546,0,0,0,4.97496
01.01.2018 17:45,29.552,0,29.552,0,29.552,21.528,98.253,-19.422,21.5,19.85,-39.271,4.98875,0,0,0,3.79145
01.01.2018 18:00,34.092,0,34.092,0,34.092,21.515,93.36,-19.657,21.5,19.817,-39.473,10.752,0,0,0,8.17152
01.01.2018 18:15,34.928,0,34.928,0,34.928,21.525,102.072,-19.814,21.5,19.816,-39.63,9.41,0,0,0,7.1516
01.01.2018 18:30,32.012,0,32.012,0,32.012,21.517,105.92,-20.008,21.5,19.781,-39.789,5.532,0,0,0,4.20432
01.01.2018 18:45,30.62,0,30.62,0,30.62,21.511,96.731,-20.112,21.5,19.785,-39.897,6.43725,0,0,0,4.89231
01.01.2018 19:00,29.568,0,29.568,0,29.568,21.509,95.229,-20.21,21.5,19.779,-39.989,5.76075,0,0,0,4.37817
01.01.2018 19:15,30.784,0,30.784,0,30.784,21.514,97.521,-20.267,21.5,19.747,-40.014,6.40375,0,0,0,4.86685
01.01.2018 19:30,30.96,0,30.96,0,30.96,21.511,94.297,-20.334,21.5,19.704,-40.038,7.38575,0,0,0,5.61317
01.01.2018 19:45,30.08,0,30.08,0,30.08,21.506,87.206,-20.429,21.5,19.695,-40.124,8.2785,0,0,0,6.29166
01.01.2018 20:00,35.216,0,35.216,0,35.216,21.496,73.211,-20.522,21.5,19.666,-40.187,16.91325,0,0,0,12.85407
01.01.2018 20:15,30.336,0,30.336,0,30.336,21.488,106.341,-20.584,21.5,19.66,-40.245,3.75075,0,0,0,2.85057
01.01.2018 20:30,27.816,0,27.816,0,27.816,21.475,63.653,-20.587,21.5,19.651,-40.238,11.90275,0,0,0,9.04609
01.01.2018 20:45,30.148,0,30.148,0,30.148,21.477,69.414,-20.645,21.5,19.632,-40.277,12.7945,0,0,0,9.72382
01.01.2018 21:00,20.956,0,20.956,0,20.956,21.474,93.883,-20.735,21.5,19.608,-40.344,-2.51475,0,0,0,0
01.01.2018 21:15,20.044,0,20.044,0,20.044,21.457,9.565,-20.788,18.2683,19.498,-40.286,17.65275,0,0,0,0
01.01.2018 21:30,17.172,0,17.172,0,17.172,21.44,11.845,-20.91,18.56,19.371,-40.282,14.21075,0,0,0,0
01.01.2018 21:45,15.968,0,15.968,0,15.968,21.398,11.382,-21.076,18.8517,19.286,-40.362,13.1225,0,0,0,0
01.01.2018 22:00,15.696,0,15.696,0,15.696,21.376,12.933,-21.224,19.1433,19.189,-40.412,12.46275,0,0,0,0
01.01.2018 22:15,20.54,0,20.54,0,20.54,21.351,26.825,-21.322,19.435,19.13,-40.451,13.83375,0,0,0,0
01.01.2018 22:30,21.188,0,21.188,0,21.188,21.329,32.653,-21.406,19.7267,19.07,-40.476,13.02475,0,0,0,0
01.01.2018 22:45,21.116,0,21.116,0,21.116,21.317,35.78,-21.457,20.0183,19.031,-40.489,12.171,0,0,0,0
01.01.2018 23:00,21.512,0,21.512,0,21.512,21.307,37.022,-21.504,20.31,19.046,-40.549,12.2565,0,0,0,0
01.01.2018 23:15,22.176,0,22.176,0,22.176,21.293,37.534,-21.522,20.6017,19.07,-40.592,12.7925,0,0,0,0
01.01.2018 23:30,20.336,0,20.336,0,20.336,21.267,37.767,-21.642,20.8933,19.087,-40.729,10.89425,0,0,0,0
01.01.2018 23:45,21.156,0,21.156,0,21.156,21.256,37.81,-21.765,21.185,19.087,-40.852,11.7035,0,0,0,0
01.02.2018 00:00,14.396,0,14.396,0,14.396,21.242,37.503,-21.696,21.4767,19.088,-40.784,5.02025,0,0,0,0
01.02.2018 00:15,11.516,0,11.516,0,11.516,21.21,10.759,-21.872,18,19.039,-40.911,8.82625,0,0,0,0
01.02.2018 00:30,16.684,0,16.684,0,16.684,21.178,7.908,-22.787,18,18.89,-41.677,14.707,0,0,0,0
01.02.2018 00:45,13.492,0,13.492,0,13.492,21.139,11.088,-23.055,18,18.81,-41.865,10.72,0,0,0,0
01.02.2018 01:00,11.232,0,11.232,0,11.232,21.085,14.1,-22.575,18,18.736,-41.311,7.707,0,0,0,0
01.02.2018 01:15,14.788,0,14.788,0,14.788,21.047,7.416,-22.338,18,18.61,-40.948,12.934,0,0,0,0
01.02.2018 01:30,13.768,0,13.768,0,13.768,21.006,10.565,-22.147,18,18.566,-40.713,11.12675,0,0,0,0
01.02.2018 01:45,11.216,0,11.216,0,11.216,20.951,15.833,-21.969,18,18.5,-40.469,7.25775,0,0,0,0
01.02.2018 02:00,15.776,0,15.776,0,15.776,20.905,7.629,-21.904,18,18.482,-40.386,13.86875,0,0,0,0
01.02.2018 02:15,15.22,0,15.22,0,15.22,20.851,10.445,-21.924,18,18.394,-40.318,12.60875,0,0,0,0
01.02.2018 02:30,11.54,0,11.54,0,11.54,20.799,11.63,-21.807,18,18.35,-40.156,8.6325,0,0,0,0
01.02.2018 02:45,13.728,0,13.728,0,13.728,20.753,7.901,-21.721,18,18.313,-40.034,11.75275,0,0,0,0
01.02.2018 03:00,17.052,0,17.052,0,17.052,20.695,9.62,-21.837,18,18.273,-40.11,14.647,0,0,0,0
01.02.2018 03:15,15.388,0,15.388,0,15.388,20.664,10.732,-23.232,18,18.22,-41.451,12.705,0,0,0,0
01.02.2018 03:30,12.488,0,12.488,0,12.488,20.623,10.882,-24.032,18,18.169,-42.201,9.7675,0,0,0,0
01.02.2018 03:45,14.836,0,14.836,0,14.836,20.553,7.992,-24.266,18,18.126,-42.393,12.838,0,0,0,0
01.02.2018 04:00,15.968,0,15.968,0,15.968,20.503,11.188,-23.686,18,18.09,-41.777,13.171,0,0,0,0
01.02.2018 04:15,15.788,0,15.788,0,15.788,20.467,11.356,-22.819,18.2683,18.031,-40.85,12.949,0,0,0,0
01.02.2018 04:30,18.344,0,18.344,0,18.344,20.429,14.991,-22.523,18.56,18.051,-40.574,14.59625,0,0,0,0
01.02.2018 04:45,20.844,0,20.844,0,20.844,20.402,33.655,-22.48,18.8517,18.027,-40.507,12.43025,0,0,0,0
01.02.2018 05:00,21.248,0,21.248,0,21.248,20.366,37.361,-22.458,19.1433,18.016,-40.474,11.90775,0,0,0,0
01.02.2018 05:15,21.044,0,21.044,0,21.044,20.337,38.116,-22.524,19.435,18.035,-40.559,11.515,0,0,0,0
01.02.2018 05:30,21.196,0,21.196,0,21.196,20.32,38.225,-22.51,19.7267,18.091,-40.6,11.63975,0,0,0,0
01.02.2018 05:45,21.108,0,21.108,0,21.108,20.318,38.738,-22.466,20.0183,18.136,-40.602,11.4235,0,0,0,0
01.02.2018 06:00,21.408,0,21.408,0,21.408,20.301,38.273,-22.51,20.31,18.127,-40.637,11.83975,0,0,0,0
01.02.2018 06:15,21.224,0,21.224,0,21.224,20.279,38.218,-22.424,20.6017,18.146,-40.57,11.6695,0,0,0,0
01.02.2018 06:30,21.32,0,21.32,0,21.32,20.269,38.562,-22.308,20.8933,18.141,-40.449,11.6795,0,0,0,0
01.02.2018 06:45,22.06,0,22.06,0,22.06,20.258,38.181,-22.18,21.185,18.162,-40.342,12.51475,0,0,0,0
01.02.2018 07:00,21.224,0,21.224,0,21.224,20.249,38.181,-21.975,21.4767,18.153,-40.128,11.67875,0,0,0,0
01.02.2018 07:15,25.876,0,25.876,0,25.876,20.246,70.413,-21.843,21.5,18.145,-39.989,8.27275,0,0.269,0.205,0
01.02.2018 07:30,25.892,0,27.916,2.024,25.892,20.235,85.857,-22.684,21.5,18.17,-40.853,6.45175,0,7.242,6.981,0
01.02.2018 07:45,19.696,0,28.168,8.472,19.696,20.211,91.658,-24.073,21.5,18.189,-42.262,5.2535,0.206,25.573,25.026,0
01.02.2018 08:00,22.472,0,31.344,8.872,22.472,20.194,93.798,-24.472,21.5,18.242,-42.714,7.8945,136.355,61.802,46.654,0
01.02.2018 08:15,25.288,0,30.88,5.592,25.288,20.185,93.966,-23.619,21.5,18.274,-41.893,7.3885,83.292,75.45,61.996,0
01.02.2018 08:30,24.8,0,30.28,5.48,24.8,20.179,95.673,-21.616,21.5,18.297,-39.913,6.36175,12.892,77.962,73.415,0
01.02.2018 08:45,23.356,0,30.064,6.708,23.356,20.189,94.234,-20.69,21.5,18.338,-39.028,6.5055,29.409,88.453,78.774,0
01.02.2018 09:00,16.168,0,31.068,14.9,16.168,20.186,92.754,-20.153,21.5,18.382,-38.535,7.8795,52.402,118.202,99.231,0
01.02.2018 09:15,13.132,0,31.304,18.172,13.132,20.183,91.555,-19.398,21.5,18.446,-37.844,8.41525,131.117,181.787,132.89,0
01.02.2018 09:30,19.688,0,35.324,15.636,19.688,20.188,93.172,-18.606,21.5,18.51,-37.116,12.031,97.907,205.56,165.227,0
01.02.2018 09:45,18.484,0,32.752,14.268,18.484,20.204,109.958,-18.146,21.5,18.582,-36.728,5.2625,37.823,194.313,175.19,0
01.02.2018 10:00,9.668,0,24.896,15.228,9.668,20.21,110.105,-17.702,21.5,18.669,-36.371,-2.63025,49.582,212.353,187.577,0
01.02.2018 10:15,6.696,0.004,28.212,21.52,6.692,20.249,73.841,-17.269,21.5,18.74,-36.009,9.75175,52.437,217.847,192.77,7.41133
01.02.2018 10:30,6.072,0,31.312,25.24,6.072,20.275,84.211,-17.063,21.5,18.773,-35.837,10.25925,205.123,304.27,224.233,7.79703
01.02.2018 10:45,13.7,0,33.944,20.244,13.7,20.28,97.08,-16.716,21.5,18.845,-35.562,9.674,140.937,287.237,230,7.35224
01.02.2018 11:00,8.964,0.14,29.38,20.556,8.824,20.294,104.846,-16.28,21.5,18.918,-35.198,3.1685,52.43,278.62,252.333,2.40806
01.02.2018 11:15,11.46,0.144,27.276,15.96,11.316,20.336,97.909,-15.651,21.5,18.948,-34.599,2.79875,171.674,312.93,239.313,2.12705
01.02.2018 11:30,17.004,0,29.408,12.404,17.004,20.353,96.345,-15.536,21.5,18.992,-34.528,5.32175,61.713,278.89,247.733,4.04453
01.02.2018 11:45,17.74,0,28.76,11.02,17.74,20.373,96.066,-15.215,21.5,19.021,-34.236,4.7435,1.56,240.33,233.843,3.60506
01.02.2018 12:00,22.344,0,31.296,8.952,22.344,20.409,94.384,-14.776,21.5,19.032,-33.808,7.7,0,204.187,199.29,5.852
01.02.2018 12:15,20.364,0,29.212,8.848,20.364,20.415,93.499,-14.709,21.5,19.048,-33.757,5.83725,0,194.213,189.62,4.43631
01.02.2018 12:30,20.52,0,30.424,9.904,20.52,20.428,91.315,-15.493,21.5,19.07,-34.563,7.59525,0.004,206.547,201.653,5.77239
01.02.2018 12:45,19.472,0,29.42,9.948,19.472,20.438,94.982,-15.871,21.5,19.062,-34.932,5.6745,1.587,220.18,214.393,4.31262
01.02.2018 13:00,22.04,0,29.504,7.464,22.04,20.461,95.786,-15.945,21.5,19.083,-35.028,5.5575,0,181.947,177.8,4.2237
01.02.2018 13:15,23.556,0,29.312,5.756,23.556,20.475,97.3,-15.932,21.5,19.111,-35.043,4.987,0,160.35,156.76,3.79012
01.02.2018 13:30,26.036,0,29.472,3.436,26.036,20.478,95.518,-15.64,21.5,19.114,-34.754,5.5925,0,157.06,153.563,4.2503
01.02.2018 13:45,26.816,0,29.564,2.748,26.816,20.489,93.65,-15.089,21.5,19.121,-34.209,6.1515,0,141.537,138.47,4.67514
01.02.2018 14:00,26.408,0,28.348,1.94,26.408,20.505,89.754,-14.599,21.5,19.125,-33.725,5.9095,0,136.917,133.873,4.49122
01.02.2018 14:15,31.968,0,33.82,1.852,31.968,20.515,96.792,-14.086,21.5,19.126,-33.212,9.622,0.026,169.783,165.967,7.31272
01.02.2018 14:30,28.288,0,29.116,0.828,28.288,20.52,102.92,-13.717,21.5,19.141,-32.859,3.386,0,173.27,169.477,2.57336
01.02.2018 14:45,25.764,0,25.904,0.14,25.764,20.548,66.973,-13.232,21.5,19.18,-32.412,9.16075,0,61.18,59.973,6.96217
01.02.2018 15:00,28.864,0,28.864,0,28.864,20.555,81.471,-13.44,21.5,19.19,-32.629,8.49625,0,44.314,43.446,6.45715
01.02.2018 15:15,29.504,0,29.504,0,29.504,20.576,95.402,-13.949,21.5,19.183,-33.132,5.6535,0,32.035,31.461,4.29666
01.02.2018 15:30,35.764,0,35.764,0,35.764,20.57,83.793,-14.067,21.5,19.176,-33.243,14.81575,0,37.807,37.084,11.25997
01.02.2018 15:45,31.58,0,31.58,0,31.58,20.572,107.022,-13.986,21.5,19.181,-33.166,4.8245,0,15.551,15.317,3.66662
01.02.2018 16:00,30.532,0,30.532,0,30.532,20.589,94.74,-14.142,21.5,19.185,-33.328,6.847,0,4.217,4.196,5.20372
01.02.2018 16:15,30.188,0,30.188,0,30.188,20.606,93.49,-14.384,21.5,19.217,-33.601,6.8155,0,0.81,0.832,5.17978
01.02.2018 16:30,30.608,0,30.608,0,30.608,20.609,96.092,-14.872,21.5,19.208,-34.08,6.585,0,0,0,5.0046
01.02.2018 16:45,30.42,0,30.42,0,30.42,20.609,96.876,-15.31,21.5,19.224,-34.534,6.201,0,0,0,4.71276
01.02.2018 17:00,30.596,0,30.596,0,30.596,20.611,98.808,-15.512,21.5,19.254,-34.766,5.894,0,0,0,4.47944
01.02.2018 17:15,30.236,0,30.236,0,30.236,20.623,97.634,-15.548,21.5,19.265,-34.814,5.8275,0,0,0,4.4289
01.02.2018 17:30,30.216,0,30.216,0,30.216,20.629,95.628,-15.637,21.5,19.265,-34.902,6.309,0,0,0,4.79484
01.02.2018 17:45,31.172,0,31.172,0,31.172,20.644,90.048,-15.959,21.5,19.27,-35.229,8.66,0,0,0,6.5816
01.02.2018 18:00,30.372,0,30.372,0,30.372,20.653,88.103,-16.332,21.5,19.267,-35.599,8.34625,0,0,0,6.34315
01.02.2018 18:15,30.14,0,30.14,0,30.14,20.656,96.082,-16.565,21.5,19.265,-35.83,6.1195,0,0,0,4.65082
01.02.2018 18:30,31.364,0,31.364,0,31.364,20.657,95.81,-16.746,21.5,19.279,-36.025,7.4115,0,0,0,5.63274
01.02.2018 18:45,29.648,0,29.648,0,29.648,20.67,97.146,-16.889,21.5,19.266,-36.155,5.3615,0,0,0,4.07474
01.02.2018 19:00,32.78,0,32.78,0,32.78,20.667,98.548,-17.04,21.5,19.274,-36.314,8.143,0,0,0,6.18868
01.02.2018 19:15,29.072,0,29.072,0,29.072,20.68,105.105,-17.103,21.5,19.278,-36.381,2.79575,0,0,0,2.12477
01.02.2018 19:30,30.148,0,30.148,0,30.148,20.693,87.827,-17.062,21.5,19.277,-36.339,8.19125,0,0,0,6.22535
01.02.2018 19:45,34.332,0,34.332,0,34.332,20.694,85.407,-17.053,21.5,19.291,-36.344,12.98025,0,0,0,9.86499
01.02.2018 20:00,29.868,0,29.868,0,29.868,20.701,104.069,-17.149,21.5,19.276,-36.426,3.85075,0,0,0,2.92657
01.02.2018 20:15,30.032,0,30.032,0,30.032,20.703,96.478,-17.072,21.5,19.291,-36.362,5.9125,0,0,0,4.4935
01.02.2018 20:30,30.396,0,30.396,0,30.396,20.711,96.523,-16.822,21.5,19.279,-36.1,6.26525,0,0,0,4.76159
01.02.2018 20:45,30.304,0,30.304,0,30.304,20.714,95.64,-16.651,21.5,19.294,-35.945,6.394,0,0,0,4.85944
01.02.2018 21:00,21.008,0,21.008,0,21.008,20.72,95.67,-16.624,21.5,19.296,-35.919,-2.9095,0,0,0,0
01.02.2018 21:15,19.908,0,19.908,0,19.908,20.722,20.831,-16.579,18.2683,19.24,-35.819,14.70025,0,0,0,0
01.02.2018 21:30,18.192,0,18.192,0,18.192,20.703,11.361,-16.611,18.56,19.137,-35.749,15.35175,0,0,0,0
01.02.2018 21:45,15.788,0,15.788,0,15.788,20.697,11.196,-16.695,18.8517,19.026,-35.721,12.989,0,0,0,0
01.02.2018 22:00,15.752,0,15.752,0,15.752,20.692,11.65,-16.772,19.1433,18.938,-35.71,12.8395,0,0,0,0
01.02.2018 22:15,16.78,0,16.78,0,16.78,20.683,17.313,-16.941,19.435,18.883,-35.823,12.45175,0,0,0,0
01.02.2018 22:30,20.72,0,20.72,0,20.72,20.668,27.767,-17.141,19.7267,18.873,-36.014,13.77825,0,0,0,0
01.02.2018 22:45,20.968,0,20.968,0,20.968,20.669,34.738,-17.197,20.0183,18.868,-36.065,12.2835,0,0,0,0
01.02.2018 23:00,21.42,0,21.42,0,21.42,20.658,35.551,-17.387,20.31,18.862,-36.249,12.53225,0,0,0,0
01.02.2018 23:15,21.176,0,21.176,0,21.176,20.649,36.085,-17.385,20.6017,18.895,-36.28,12.15475,0,0,0,0
01.02.2018 23:30,21.808,0,21.808,0,21.808,20.661,36.391,-17.297,20.8933,18.924,-36.221,12.71025,0,0,0,0
01.02.2018 23:45,23.904,0,23.904,0,23.904,20.655,60.996,-17.186,21.185,18.944,-36.129,8.655,0,0,0,0
01.03.2018 00:00,12.324,0,12.324,0,12.324,20.639,56.861,-17.205,21.4767,18.976,-36.182,-1.89125,0,0,0,0
01.03.2018 00:15,12.724,0,12.724,0,12.724,20.648,6.594,-17.308,18,18.909,-36.217,11.0755,0,0,0,0
01.03.2018 00:30,15.036,0,15.036,0,15.036,20.65,16.043,-17.281,18,18.798,-36.079,11.02525,0,0,0,0
01.03.2018 00:45,10.996,0,10.996,0,10.996,20.616,11.245,-17.164,18,18.696,-35.86,8.18475,0,0,0,0
01.03.2018 01:00,11.156,0,11.156,0,11.156,20.581,8.469,-17.013,18,18.619,-35.632,9.03875,0,0,0,0
01.03.2018 01:15,16.348,0,16.348,0,16.348,20.555,8.247,-17.034,18,18.548,-35.581,14.28625,0,0,0,0
01.03.2018 01:30,11.568,0,11.568,0,11.568,20.517,10.695,-17.057,18,18.493,-35.55,8.89425,0,0,0,0
