Date/Time (LST),Temp (°C)
2/12/2023 20:00,0.7
2/12/2023 21:00,0.4
2/12/2023 22:00,0.3
2/12/2023 23:00,-0.7
2/13/2023 0:00,-0.9
2/13/2023 1:00,-4.6
2/13/2023 2:00,-3.8
2/13/2023 3:00,-3.3
2/13/2023 4:00,-2.1
2/13/2023 5:00,-1.7
2/13/2023 6:00,-3.1
2/13/2023 7:00,-3.4
2/13/2023 8:00,-2
2/13/2023 9:00,-0.7
2/13/2023 10:00,2
2/13/2023 11:00,2.6
2/13/2023 12:00,3.5
2/13/2023 13:00,4.2
2/13/2023 14:00,4.8
2/13/2023 15:00,4.2
2/13/2023 16:00,3.7
2/13/2023 17:00,3.5
2/13/2023 18:00,3
2/13/2023 19:00,2.3
2/13/2023 20:00,1.2
2/13/2023 21:00,0.5
2/13/2023 22:00,-0.2
2/13/2023 23:00,-0.8
2/14/2023 0:00,-1
2/14/2023 1:00,-1.9
2/14/2023 2:00,-0.6
2/14/2023 3:00,-0.2
2/14/2023 4:00,0.2
2/14/2023 5:00,0.9
2/14/2023 6:00,1.5
2/14/2023 7:00,1.9
2/14/2023 8:00,1.3
2/14/2023 9:00,1
2/14/2023 10:00,2.1
2/14/2023 11:00,3
2/14/2023 12:00,3.7
2/14/2023 13:00,4.6
2/14/2023 14:00,4.4
2/14/2023 15:00,4.9
2/14/2023 16:00,4
2/14/2023 17:00,3.8
2/14/2023 18:00,3.3
2/14/2023 19:00,2.4
2/14/2023 20:00,0.8
2/14/2023 21:00,0.4
2/14/2023 22:00,-0.1
2/14/2023 23:00,-1.3
2/15/2023 0:00,-0.8
2/15/2023 1:00,-0.8
2/15/2023 2:00,0.2
2/15/2023 3:00,0.4
2/15/2023 4:00,0.4
2/15/2023 5:00,0.8
2/15/2023 6:00,1.2
2/15/2023 7:00,2
2/15/2023 8:00,3.1
2/15/2023 9:00,3.7
2/15/2023 10:00,4.2
2/15/2023 11:00,4.4
2/15/2023 12:00,4.8
2/15/2023 13:00,5.8
2/15/2023 14:00,5.7
2/15/2023 15:00,6.2
2/15/2023 16:00,3.4
2/15/2023 17:00,3.1
2/15/2023 18:00,4.7
2/15/2023 19:00,8.2
2/15/2023 20:00,8.4
2/15/2023 21:00,8.4
2/15/2023 22:00,8
2/15/2023 23:00,8.3
2/16/2023 0:00,7.5
2/16/2023 1:00,6.6
2/16/2023 2:00,5.8
2/16/2023 3:00,6.4
2/16/2023 4:00,6.2
2/16/2023 5:00,5.2
2/16/2023 6:00,5
2/16/2023 7:00,4.3
2/16/2023 8:00,3.9
2/16/2023 9:00,3.6
2/16/2023 10:00,3.9
2/16/2023 11:00,3
2/16/2023 12:00,2.7
2/16/2023 13:00,2.6
2/16/2023 14:00,2.9
2/16/2023 15:00,2.8
2/16/2023 16:00,2.6
2/16/2023 17:00,2.4
2/16/2023 18:00,2.4
2/16/2023 19:00,1.8
2/16/2023 20:00,1.5
2/16/2023 21:00,1.4
2/16/2023 22:00,1.7
2/16/2023 23:00,0.6
2/17/2023 0:00,-0.9
2/17/2023 1:00,-2.5
2/17/2023 2:00,-3.5
2/17/2023 3:00,-4.5
2/17/2023 4:00,-5.1
2/17/2023 5:00,-5.4
2/17/2023 6:00,-5.8
2/17/2023 7:00,-6.5
2/17/2023 8:00,-7.3
2/17/2023 9:00,-7.7
2/17/2023 10:00,-8.5
2/17/2023 11:00,-8
2/17/2023 12:00,-7.1
2/17/2023 13:00,-7
2/17/2023 14:00,-7.5
2/17/2023 15:00,-7.2
2/17/2023 16:00,-6.9
2/17/2023 17:00,-6.7
2/17/2023 18:00,-6.7
2/17/2023 19:00,-6.6
2/17/2023 20:00,-7.1
2/17/2023 21:00,-7.6
2/17/2023 22:00,-8.6
2/17/2023 23:00,-9.9
2/18/2023 0:00,-10.3
2/18/2023 1:00,-10.2
2/18/2023 2:00,-11.1
2/18/2023 3:00,-11.3
2/18/2023 4:00,-11.7
2/18/2023 5:00,-12.3
2/18/2023 6:00,-12.7
2/18/2023 7:00,-12.3
2/18/2023 8:00,-12.2
2/18/2023 9:00,-10.1
2/18/2023 10:00,-8.1
2/18/2023 11:00,-6.7
2/18/2023 12:00,-5
2/18/2023 13:00,-2.5
2/18/2023 14:00,-1.7
2/18/2023 15:00,-1.6
2/18/2023 16:00,-1.2
2/18/2023 17:00,-0.7
2/18/2023 18:00,-0.4
2/18/2023 19:00,0
2/18/2023 20:00,0
2/18/2023 21:00,0.2
2/18/2023 22:00,-0.1
2/18/2023 23:00,-0.2
2/19/2023 0:00,-0.1
2/19/2023 1:00,-0.1
2/19/2023 2:00,-0.4
2/19/2023 3:00,-1.4
2/19/2023 4:00,-2
2/19/2023 5:00,-1.8
2/19/2023 6:00,-3.4
2/19/2023 7:00,-1.8
2/19/2023 8:00,-0.6
2/19/2023 9:00,0.3
2/19/2023 10:00,1
2/19/2023 11:00,1.9
2/19/2023 12:00,2.6
2/19/2023 13:00,2.6
2/19/2023 14:00,3.1
2/19/2023 15:00,3.3
2/19/2023 16:00,3.6
2/19/2023 17:00,3.6
2/19/2023 18:00,3.6
2/19/2023 19:00,4.1
2/19/2023 20:00,4.1
2/19/2023 21:00,4.1
2/19/2023 22:00,4.3
2/19/2023 23:00,4.1
2/20/2023 0:00,3
2/20/2023 1:00,2.7
2/20/2023 2:00,3.1
2/20/2023 3:00,3.8
2/20/2023 4:00,3.6
2/20/2023 5:00,3.6
2/20/2023 6:00,3.3
2/20/2023 7:00,4.2
2/20/2023 8:00,4.6
2/20/2023 9:00,4.3
2/20/2023 10:00,4.2
2/20/2023 11:00,4
2/20/2023 12:00,3.9
2/20/2023 13:00,4.1
2/20/2023 14:00,3.8
2/20/2023 15:00,1.9
2/20/2023 16:00,2.6
2/20/2023 17:00,1.4
2/20/2023 18:00,-0.1
2/20/2023 19:00,-1.9
2/20/2023 20:00,-3.5
2/20/2023 21:00,-4.6
2/20/2023 22:00,-5.6
2/20/2023 23:00,-7
2/21/2023 0:00,-8.2
2/21/2023 1:00,-9.1
2/21/2023 2:00,-10
2/21/2023 3:00,-10.8
2/21/2023 4:00,-11.6
2/21/2023 5:00,-12.6
2/21/2023 6:00,-13.1
2/21/2023 7:00,-13.8
2/21/2023 8:00,-13.7
2/21/2023 9:00,-12.3
2/21/2023 10:00,-11.3
2/21/2023 11:00,-10.4
2/21/2023 12:00,-9.1
2/21/2023 13:00,-8.6
2/21/2023 14:00,-7.6
2/21/2023 15:00,-6.7
2/21/2023 16:00,-6.3
2/21/2023 17:00,-7.5
2/21/2023 18:00,-7.6
2/21/2023 19:00,-7.9
2/21/2023 20:00,-6.7
2/21/2023 21:00,-6.7
2/21/2023 22:00,-6.1
2/21/2023 23:00,-5.1
2/22/2023 0:00,-6
2/22/2023 1:00,-6.2
2/22/2023 2:00,-6.8
2/22/2023 3:00,-7.7
2/22/2023 4:00,-8.6
2/22/2023 5:00,-9.3
2/22/2023 6:00,-10.4
2/22/2023 7:00,-11.1
2/22/2023 8:00,-10.9
2/22/2023 9:00,-10.5
2/22/2023 10:00,-9.5
2/22/2023 11:00,-8.4
2/22/2023 12:00,-8.2
2/22/2023 13:00,-7.1
2/22/2023 14:00,-7
2/22/2023 15:00,-6.5
2/22/2023 16:00,-6.3
2/22/2023 17:00,-6.7
2/22/2023 18:00,-7
2/22/2023 19:00,-7.1
2/22/2023 20:00,-7.1
2/22/2023 21:00,-6.1
2/22/2023 22:00,-6.2
2/22/2023 23:00,-6.8
2/23/2023 0:00,-8.5
2/23/2023 1:00,-9.3
2/23/2023 2:00,-9.9
2/23/2023 3:00,-10.4
2/23/2023 4:00,-11.4
2/23/2023 5:00,-12
2/23/2023 6:00,-12.1
2/23/2023 7:00,-12.2
2/23/2023 8:00,-12
2/23/2023 9:00,-11.7
2/23/2023 10:00,-11.9
2/23/2023 11:00,-11.9
2/23/2023 12:00,-11.9
2/23/2023 13:00,-11.6
2/23/2023 14:00,-11.3
2/23/2023 15:00,-11.1
2/23/2023 16:00,-11.1
2/23/2023 17:00,-11.1
2/23/2023 18:00,-11
2/23/2023 19:00,-10.9
2/23/2023 20:00,-11.1
2/23/2023 21:00,-11.1
2/23/2023 22:00,-10.8
2/23/2023 23:00,-11.2
2/24/2023 0:00,-11.4
2/24/2023 1:00,-11.3
2/24/2023 2:00,-11.3
2/24/2023 3:00,-11.1
2/24/2023 4:00,-11
2/24/2023 5:00,-11.1
2/24/2023 6:00,-11.5
2/24/2023 7:00,-11.6
2/24/2023 8:00,-13.8
2/24/2023 9:00,-14.2
2/24/2023 10:00,-13.7
2/24/2023 11:00,-12.9
2/24/2023 12:00,-11.8
2/24/2023 13:00,-11.5
2/24/2023 14:00,-10.5
2/24/2023 15:00,-10.5
2/24/2023 16:00,-10.5
2/24/2023 17:00,-10.9
2/24/2023 18:00,-11.5
2/24/2023 19:00,-12.2
2/24/2023 20:00,-13.2
2/24/2023 21:00,-13.8
2/24/2023 22:00,-15.1
2/24/2023 23:00,-14.7
2/25/2023 0:00,-15.7
2/25/2023 1:00,-16.1
2/25/2023 2:00,-16.3
2/25/2023 3:00,-16.6
2/25/2023 4:00,-18.9
2/25/2023 5:00,-19.6
2/25/2023 6:00,-18.7
2/25/2023 7:00,-18.1
2/25/2023 8:00,-17.2
2/25/2023 9:00,-16
2/25/2023 10:00,-14.6
2/25/2023 11:00,-14
2/25/2023 12:00,-13.8
2/25/2023 13:00,-13.3
2/25/2023 14:00,-13.7
2/25/2023 15:00,-13.1
2/25/2023 16:00,-13.2
2/25/2023 17:00,-13
2/25/2023 18:00,-13
2/25/2023 19:00,-14.3
2/25/2023 20:00,-14.6
2/25/2023 21:00,-16
2/25/2023 22:00,-16
2/25/2023 23:00,-15.9
2/26/2023 0:00,-14.6
2/26/2023 1:00,-13.8
2/26/2023 2:00,-13.5
2/26/2023 3:00,-13.2
2/26/2023 4:00,-13.3
2/26/2023 5:00,-12.9
2/26/2023 6:00,-15.3
2/26/2023 7:00,-14.7
2/26/2023 8:00,-12.3
2/26/2023 9:00,-11.6
2/26/2023 10:00,-9.7
2/26/2023 11:00,-9.1
2/26/2023 12:00,-8
2/26/2023 13:00,-9.5
2/26/2023 14:00,-9.6
2/26/2023 15:00,-9.1
2/26/2023 16:00,-8.6
2/26/2023 17:00,-8.3
2/26/2023 18:00,-8.2
2/26/2023 19:00,-9.1
2/26/2023 20:00,-8.8
2/26/2023 21:00,-8.6
2/26/2023 22:00,-8.4
2/26/2023 23:00,-8.4
2/27/2023 0:00,-8.7
2/27/2023 1:00,-10
2/27/2023 2:00,-12.1
2/27/2023 3:00,-10.6
2/27/2023 4:00,-13
2/27/2023 5:00,-12.6
2/27/2023 6:00,-12.8
2/27/2023 7:00,-14.3
2/27/2023 8:00,-11.8
2/27/2023 9:00,-10.1
2/27/2023 10:00,-6.7
2/27/2023 11:00,-6.3
2/27/2023 12:00,-6.1
2/27/2023 13:00,-5.7
2/27/2023 14:00,-5.6
2/27/2023 15:00,-5.2
2/27/2023 16:00,-5.2
2/27/2023 17:00,-5.5
2/27/2023 18:00,-6.2
2/27/2023 19:00,-6.4
2/27/2023 20:00,-6.7
2/27/2023 21:00,-6.6
2/27/2023 22:00,-6.7
2/27/2023 23:00,-6.5
2/28/2023 0:00,-6.3
2/28/2023 1:00,-6.2
2/28/2023 2:00,-6
2/28/2023 3:00,-5.3
2/28/2023 4:00,-5.8
2/28/2023 5:00,-5.3
2/28/2023 6:00,-4
2/28/2023 7:00,-4.2
2/28/2023 8:00,-4.1
2/28/2023 9:00,-4.1
2/28/2023 10:00,-4.1
2/28/2023 11:00,-3.8
2/28/2023 12:00,-3.5
2/28/2023 13:00,-3
2/28/2023 14:00,-2.2
2/28/2023 15:00,-1.1
2/28/2023 16:00,-0.4
2/28/2023 17:00,0
2/28/2023 18:00,1
2/28/2023 19:00,0.5
2/28/2023 20:00,0.1
2/28/2023 21:00,0.4
2/28/2023 22:00,0.7
2/28/2023 23:00,0.3
